,root_article,article_compared,predicted_mapping,"true_mapping""",FP/FN/TP/TN,score,,,,,
4146,"238    158005
Name: id, dtype: int64",217483,No Mapping,No Mapping,TN,0.009604832,,,,,
4147,"238    158005
Name: id, dtype: int64",57410,No Mapping,No Mapping,TN,0.009111371,,,,,
4148,"238    158005
Name: id, dtype: int64",120636,No Mapping,No Mapping,TN,0.008945137,,,,,
4149,"238    158005
Name: id, dtype: int64",152264,No Mapping,No Mapping,TN,0.008710049,,,,,
4150,"238    158005
Name: id, dtype: int64",110155,No Mapping,No Mapping,TN,0.008685499,,,,,
4151,"238    158005
Name: id, dtype: int64",140496,No Mapping,No Mapping,TN,0.008429656,,,,,
4152,"238    158005
Name: id, dtype: int64",21454,No Mapping,No Mapping,TN,0.008388539,,,,,
4153,"238    158005
Name: id, dtype: int64",21504,No Mapping,No Mapping,TN,0.008281995,,,,,
4154,"238    158005
Name: id, dtype: int64",136866,No Mapping,No Mapping,TN,0.008058203,,,,,
4155,"238    158005
Name: id, dtype: int64",21485,No Mapping,No Mapping,TN,0.007953902,,,,,
4156,"238    158005
Name: id, dtype: int64",217450,No Mapping,No Mapping,TN,0.007923387,,,,,
4157,"238    158005
Name: id, dtype: int64",120628,No Mapping,No Mapping,TN,0.007918447,,,,,
4158,"238    158005
Name: id, dtype: int64",135213,No Mapping,No Mapping,TN,0.007817751,,,,,
4159,"238    158005
Name: id, dtype: int64",217436,No Mapping,No Mapping,TN,0.007749499,,,,,
4160,"238    158005
Name: id, dtype: int64",37252,No Mapping,No Mapping,TN,0.00762907,,,,,
4161,"238    158005
Name: id, dtype: int64",190525,No Mapping,No Mapping,TN,0.007619192,,,,,
4162,"238    158005
Name: id, dtype: int64",172079,No Mapping,No Mapping,TN,0.007524559,,,,,
4163,"238    158005
Name: id, dtype: int64",190495,No Mapping,No Mapping,TN,0.00717835,,,,,
4164,"238    158005
Name: id, dtype: int64",172097,No Mapping,No Mapping,TN,0.007107095,,,,,
4165,"238    158005
Name: id, dtype: int64",217494,No Mapping,No Mapping,TN,0.007073299,,,,,
4166,"238    158005
Name: id, dtype: int64",80110,No Mapping,No Mapping,TN,0.006792569,,,,,
4167,"238    158005
Name: id, dtype: int64",71335,No Mapping,No Mapping,TN,0.006693108,,,,,
4168,"238    158005
Name: id, dtype: int64",110127,No Mapping,No Mapping,TN,0.00659162,,,,,
4169,"238    158005
Name: id, dtype: int64",46175,No Mapping,No Mapping,TN,0.006588291,,,,,
4170,"238    158005
Name: id, dtype: int64",23877,No Mapping,No Mapping,TN,0.006339218,,,,,
4171,"238    158005
Name: id, dtype: int64",172125,No Mapping,No Mapping,TN,0.006304913,,,,,
4172,"238    158005
Name: id, dtype: int64",217459,No Mapping,No Mapping,TN,0.006287241,,,,,
4173,"238    158005
Name: id, dtype: int64",57382,No Mapping,No Mapping,TN,0.006198396,,,,,
4174,"238    158005
Name: id, dtype: int64",214885,No Mapping,No Mapping,TN,0.005944566,,,,,
4175,"238    158005
Name: id, dtype: int64",25227,No Mapping,No Mapping,TN,0.005921288,,,,,
4176,"238    158005
Name: id, dtype: int64",217495,No Mapping,No Mapping,TN,0.005807515,,,,,
4177,"238    158005
Name: id, dtype: int64",217500,No Mapping,No Mapping,TN,0.005807515,,,,,
4178,"238    158005
Name: id, dtype: int64",110171,No Mapping,No Mapping,TN,0.005801076,,,,,
4179,"238    158005
Name: id, dtype: int64",217454,No Mapping,No Mapping,TN,0.005682765,,,,,
4180,"238    158005
Name: id, dtype: int64",217531,No Mapping,No Mapping,TN,0.005588692,,,,,
4181,"238    158005
Name: id, dtype: int64",172098,No Mapping,No Mapping,TN,0.005447684,,,,,
4182,"238    158005
Name: id, dtype: int64",71344,No Mapping,No Mapping,TN,0.005404083,,,,,
4183,"238    158005
Name: id, dtype: int64",120633,No Mapping,No Mapping,TN,0.005374597,,,,,
4184,"238    158005
Name: id, dtype: int64",217523,No Mapping,No Mapping,TN,0.005353161,,,,,
4185,"238    158005
Name: id, dtype: int64",190496,No Mapping,No Mapping,TN,0.005349063,,,,,
4186,"238    158005
Name: id, dtype: int64",217527,No Mapping,No Mapping,TN,0.00532614,,,,,
4187,"238    158005
Name: id, dtype: int64",21455,No Mapping,No Mapping,TN,0.005283888,,,,,
4188,"238    158005
Name: id, dtype: int64",80108,No Mapping,No Mapping,TN,0.00528183,,,,,
4189,"238    158005
Name: id, dtype: int64",214877,No Mapping,No Mapping,TN,0.005280688,,,,,
4190,"238    158005
Name: id, dtype: int64",217511,No Mapping,No Mapping,TN,0.005089491,,,,,
4191,"238    158005
Name: id, dtype: int64",25226,No Mapping,No Mapping,TN,0.005019867,,,,,
4192,"238    158005
Name: id, dtype: int64",217506,No Mapping,No Mapping,TN,0.004862221,,,,,
4193,"238    158005
Name: id, dtype: int64",110161,No Mapping,No Mapping,TN,0.004732574,,,,,
4194,"238    158005
Name: id, dtype: int64",151832,No Mapping,No Mapping,TN,0.004591149,,,,,
4195,"238    158005
Name: id, dtype: int64",110166,No Mapping,No Mapping,TN,0.004482875,,,,,
4196,"238    158005
Name: id, dtype: int64",217522,No Mapping,No Mapping,TN,0.004447542,,,,,
4197,"238    158005
Name: id, dtype: int64",217526,No Mapping,No Mapping,TN,0.004446014,,,,,
4198,"238    158005
Name: id, dtype: int64",110133,No Mapping,No Mapping,TN,0.004432546,,,,,
4199,"238    158005
Name: id, dtype: int64",217462,No Mapping,No Mapping,TN,0.004412451,,,,,
4200,"238    158005
Name: id, dtype: int64",57366,No Mapping,No Mapping,TN,0.004361033,,,,,
4201,"238    158005
Name: id, dtype: int64",110149,No Mapping,No Mapping,TN,0.004213027,,,,,
4202,"238    158005
Name: id, dtype: int64",57365,No Mapping,No Mapping,TN,0.003672003,,,,,
4203,"238    158005
Name: id, dtype: int64",217435,No Mapping,No Mapping,TN,0.003387135,,,,,
4204,"238    158005
Name: id, dtype: int64",217451,No Mapping,No Mapping,TN,0.00326853,,,,,
4205,"238    158005
Name: id, dtype: int64",217458,No Mapping,No Mapping,TN,0.003235075,,,,,
4206,"238    158005
Name: id, dtype: int64",217461,No Mapping,No Mapping,TN,0.003235075,,,,,
4207,"238    158005
Name: id, dtype: int64",217460,No Mapping,No Mapping,TN,0.00314172,,,,,
4208,"238    158005
Name: id, dtype: int64",217502,No Mapping,No Mapping,TN,0.003051121,,,,,
4209,"238    158005
Name: id, dtype: int64",217505,No Mapping,No Mapping,TN,0.002927948,,,,,
4210,"238    158005
Name: id, dtype: int64",217492,No Mapping,No Mapping,TN,0.002925451,,,,,
4211,"238    158005
Name: id, dtype: int64",217498,No Mapping,No Mapping,TN,0.002865245,,,,,
4212,"238    158005
Name: id, dtype: int64",217496,No Mapping,No Mapping,TN,0.002863804,,,,,
4422,"118    80094
Name: id, dtype: int64",80094,Penn State,Penn State,TP,1,,,,,
4423,"118    80094
Name: id, dtype: int64",214892,Penn State,Penn State,TP,0.816306768,,,,,
4424,"118    80094
Name: id, dtype: int64",157527,Penn State,Penn State,TP,0.815843069,,,,,
4425,"118    80094
Name: id, dtype: int64",36650,No Mapping,No Mapping,TN,0.087629619,,,,,
4426,"118    80094
Name: id, dtype: int64",217522,No Mapping,No Mapping,TN,0.077172714,,,,,
4427,"118    80094
Name: id, dtype: int64",217454,No Mapping,No Mapping,TN,0.06999546,,,,,
4428,"118    80094
Name: id, dtype: int64",21474,No Mapping,No Mapping,TN,0.060260362,,,,,
4429,"118    80094
Name: id, dtype: int64",85801,No Mapping,No Mapping,TN,0.051848893,,,,,
4430,"118    80094
Name: id, dtype: int64",138243,No Mapping,No Mapping,TN,0.051307155,,,,,
4431,"118    80094
Name: id, dtype: int64",57376,No Mapping,No Mapping,TN,0.04630335,,,,,
4432,"118    80094
Name: id, dtype: int64",44040,No Mapping,No Mapping,TN,0.044140217,,,,,
4433,"118    80094
Name: id, dtype: int64",36979,No Mapping,No Mapping,TN,0.04351986,,,,,
4434,"118    80094
Name: id, dtype: int64",217444,No Mapping,No Mapping,TN,0.040692662,,,,,
4435,"118    80094
Name: id, dtype: int64",151991,No Mapping,No Mapping,TN,0.039879673,,,,,
4436,"118    80094
Name: id, dtype: int64",172093,No Mapping,No Mapping,TN,0.039741242,,,,,
4437,"118    80094
Name: id, dtype: int64",217431,No Mapping,No Mapping,TN,0.039202296,,,,,
4438,"118    80094
Name: id, dtype: int64",43672,No Mapping,No Mapping,TN,0.038926748,,,,,
4439,"118    80094
Name: id, dtype: int64",85807,No Mapping,No Mapping,TN,0.03874021,,,,,
4440,"118    80094
Name: id, dtype: int64",136158,No Mapping,No Mapping,TN,0.038550987,,,,,
4441,"118    80094
Name: id, dtype: int64",214874,No Mapping,No Mapping,TN,0.038007821,,,,,
4442,"118    80094
Name: id, dtype: int64",217532,No Mapping,No Mapping,TN,0.037667201,,,,,
4443,"118    80094
Name: id, dtype: int64",217534,No Mapping,No Mapping,TN,0.035987501,,,,,
4444,"118    80094
Name: id, dtype: int64",217426,No Mapping,No Mapping,TN,0.034720972,,,,,
4445,"118    80094
Name: id, dtype: int64",49416,No Mapping,No Mapping,TN,0.034415879,,,,,
4446,"118    80094
Name: id, dtype: int64",120639,No Mapping,No Mapping,TN,0.03325757,,,,,
4447,"118    80094
Name: id, dtype: int64",120632,No Mapping,No Mapping,TN,0.033012315,,,,,
4448,"118    80094
Name: id, dtype: int64",21512,No Mapping,No Mapping,TN,0.03266743,,,,,
4449,"118    80094
Name: id, dtype: int64",217450,No Mapping,No Mapping,TN,0.032531179,,,,,
4450,"118    80094
Name: id, dtype: int64",85802,No Mapping,No Mapping,TN,0.032343964,,,,,
4451,"118    80094
Name: id, dtype: int64",217523,No Mapping,No Mapping,TN,0.032293651,,,,,
4452,"118    80094
Name: id, dtype: int64",217442,No Mapping,No Mapping,TN,0.031766465,,,,,
4453,"118    80094
Name: id, dtype: int64",110171,No Mapping,No Mapping,TN,0.030808004,,,,,
4454,"118    80094
Name: id, dtype: int64",214888,No Mapping,No Mapping,TN,0.029717451,,,,,
4455,"118    80094
Name: id, dtype: int64",43849,No Mapping,No Mapping,TN,0.028762127,,,,,
4456,"118    80094
Name: id, dtype: int64",80104,No Mapping,No Mapping,TN,0.028719511,,,,,
4457,"118    80094
Name: id, dtype: int64",80093,No Mapping,No Mapping,TN,0.02869471,,,,,
4458,"118    80094
Name: id, dtype: int64",110166,No Mapping,No Mapping,TN,0.028263453,,,,,
4459,"118    80094
Name: id, dtype: int64",35347,No Mapping,No Mapping,TN,0.027843085,,,,,
4460,"118    80094
Name: id, dtype: int64",172079,No Mapping,No Mapping,TN,0.027476678,,,,,
4461,"118    80094
Name: id, dtype: int64",217456,No Mapping,No Mapping,TN,0.027463303,,,,,
4462,"118    80094
Name: id, dtype: int64",172091,No Mapping,No Mapping,TN,0.027178667,,,,,
4463,"118    80094
Name: id, dtype: int64",46560,No Mapping,No Mapping,TN,0.026826611,,,,,
4464,"118    80094
Name: id, dtype: int64",120630,No Mapping,No Mapping,TN,0.02653668,,,,,
4465,"118    80094
Name: id, dtype: int64",85805,No Mapping,No Mapping,TN,0.025855398,,,,,
4466,"118    80094
Name: id, dtype: int64",217459,No Mapping,No Mapping,TN,0.025813626,,,,,
4467,"118    80094
Name: id, dtype: int64",217419,No Mapping,No Mapping,TN,0.025262275,,,,,
4468,"118    80094
Name: id, dtype: int64",217446,No Mapping,No Mapping,TN,0.025225481,,,,,
4469,"118    80094
Name: id, dtype: int64",217453,No Mapping,No Mapping,TN,0.025066122,,,,,
4470,"118    80094
Name: id, dtype: int64",110146,No Mapping,No Mapping,TN,0.025021816,,,,,
4471,"118    80094
Name: id, dtype: int64",110172,No Mapping,No Mapping,TN,0.024703875,,,,,
4472,"118    80094
Name: id, dtype: int64",110150,No Mapping,No Mapping,TN,0.02449644,,,,,
4473,"118    80094
Name: id, dtype: int64",217531,No Mapping,No Mapping,TN,0.023671796,,,,,
4474,"118    80094
Name: id, dtype: int64",85810,No Mapping,No Mapping,TN,0.023622381,,,,,
4475,"118    80094
Name: id, dtype: int64",217536,No Mapping,No Mapping,TN,0.022753793,,,,,
4476,"118    80094
Name: id, dtype: int64",217524,No Mapping,No Mapping,TN,0.022378705,,,,,
4477,"118    80094
Name: id, dtype: int64",217527,No Mapping,No Mapping,TN,0.021867622,,,,,
4478,"118    80094
Name: id, dtype: int64",214895,No Mapping,No Mapping,TN,0.021154289,,,,,
4479,"118    80094
Name: id, dtype: int64",48813,No Mapping,No Mapping,TN,0.021001796,,,,,
4480,"118    80094
Name: id, dtype: int64",110145,No Mapping,No Mapping,TN,0.020675805,,,,,
4481,"118    80094
Name: id, dtype: int64",80112,No Mapping,No Mapping,TN,0.02037857,,,,,
4482,"118    80094
Name: id, dtype: int64",57385,No Mapping,No Mapping,TN,0.020241855,,,,,
4483,"118    80094
Name: id, dtype: int64",217529,No Mapping,No Mapping,TN,0.019974145,,,,,
4484,"118    80094
Name: id, dtype: int64",110157,No Mapping,No Mapping,TN,0.019194025,,,,,
4485,"118    80094
Name: id, dtype: int64",217457,No Mapping,No Mapping,TN,0.01842559,,,,,
4486,"118    80094
Name: id, dtype: int64",134921,No Mapping,No Mapping,TN,0.018401786,,,,,
4487,"118    80094
Name: id, dtype: int64",214889,No Mapping,No Mapping,TN,0.018374318,,,,,
4488,"118    80094
Name: id, dtype: int64",217526,No Mapping,No Mapping,TN,0.018254073,,,,,
4489,"118    80094
Name: id, dtype: int64",138517,No Mapping,No Mapping,TN,0.017423438,,,,,
4490,"118    80094
Name: id, dtype: int64",110155,No Mapping,No Mapping,TN,0.017280282,,,,,
4491,"118    80094
Name: id, dtype: int64",217519,No Mapping,No Mapping,TN,0.017253255,,,,,
4492,"118    80094
Name: id, dtype: int64",217465,No Mapping,No Mapping,TN,0.016854922,,,,,
4493,"118    80094
Name: id, dtype: int64",217483,No Mapping,No Mapping,TN,0.016683486,,,,,
4494,"118    80094
Name: id, dtype: int64",49458,No Mapping,No Mapping,TN,0.016336771,,,,,
4495,"118    80094
Name: id, dtype: int64",172102,No Mapping,No Mapping,TN,0.016294154,,,,,
4496,"118    80094
Name: id, dtype: int64",172080,No Mapping,No Mapping,TN,0.015971376,,,,,
4497,"118    80094
Name: id, dtype: int64",172083,No Mapping,No Mapping,TN,0.015895552,,,,,
4498,"118    80094
Name: id, dtype: int64",217521,No Mapping,No Mapping,TN,0.015537069,,,,,
4499,"118    80094
Name: id, dtype: int64",156194,No Mapping,No Mapping,TN,0.015401883,,,,,
4500,"118    80094
Name: id, dtype: int64",21502,No Mapping,No Mapping,TN,0.015371162,,,,,
4501,"118    80094
Name: id, dtype: int64",80109,No Mapping,No Mapping,TN,0.015332368,,,,,
4502,"118    80094
Name: id, dtype: int64",21504,No Mapping,No Mapping,TN,0.015105916,,,,,
4503,"118    80094
Name: id, dtype: int64",217448,No Mapping,No Mapping,TN,0.01502531,,,,,
4504,"118    80094
Name: id, dtype: int64",49198,No Mapping,No Mapping,TN,0.014986534,,,,,
4505,"118    80094
Name: id, dtype: int64",120634,No Mapping,No Mapping,TN,0.01497566,,,,,
4506,"118    80094
Name: id, dtype: int64",57368,No Mapping,No Mapping,TN,0.014969104,,,,,
4507,"118    80094
Name: id, dtype: int64",85793,No Mapping,No Mapping,TN,0.014753619,,,,,
4508,"118    80094
Name: id, dtype: int64",214876,No Mapping,No Mapping,TN,0.014705543,,,,,
4509,"118    80094
Name: id, dtype: int64",152264,No Mapping,No Mapping,TN,0.0145005,,,,,
4510,"118    80094
Name: id, dtype: int64",85804,No Mapping,No Mapping,TN,0.014097733,,,,,
4511,"118    80094
Name: id, dtype: int64",110176,No Mapping,No Mapping,TN,0.013862243,,,,,
4512,"118    80094
Name: id, dtype: int64",217451,No Mapping,No Mapping,TN,0.013419656,,,,,
4513,"118    80094
Name: id, dtype: int64",80108,No Mapping,No Mapping,TN,0.013414067,,,,,
4514,"118    80094
Name: id, dtype: int64",137143,No Mapping,No Mapping,TN,0.013413738,,,,,
4515,"118    80094
Name: id, dtype: int64",80097,No Mapping,No Mapping,TN,0.013412372,,,,,
4516,"118    80094
Name: id, dtype: int64",46896,No Mapping,No Mapping,TN,0.013373174,,,,,
4517,"118    80094
Name: id, dtype: int64",217461,No Mapping,No Mapping,TN,0.013282301,,,,,
4518,"118    80094
Name: id, dtype: int64",217458,No Mapping,No Mapping,TN,0.013282301,,,,,
4519,"118    80094
Name: id, dtype: int64",110129,No Mapping,No Mapping,TN,0.01306357,,,,,
4520,"118    80094
Name: id, dtype: int64",172085,No Mapping,No Mapping,TN,0.012970634,,,,,
4521,"118    80094
Name: id, dtype: int64",217425,No Mapping,No Mapping,TN,0.012947964,,,,,
4522,"118    80094
Name: id, dtype: int64",217460,No Mapping,No Mapping,TN,0.012899011,,,,,
4523,"118    80094
Name: id, dtype: int64",214878,No Mapping,No Mapping,TN,0.012843838,,,,,
4524,"118    80094
Name: id, dtype: int64",217429,No Mapping,No Mapping,TN,0.012620131,,,,,
4525,"118    80094
Name: id, dtype: int64",217418,No Mapping,No Mapping,TN,0.01229033,,,,,
4526,"118    80094
Name: id, dtype: int64",71344,No Mapping,No Mapping,TN,0.012084324,,,,,
4527,"118    80094
Name: id, dtype: int64",110160,No Mapping,No Mapping,TN,0.011811033,,,,,
4528,"118    80094
Name: id, dtype: int64",214884,No Mapping,No Mapping,TN,0.011767181,,,,,
4529,"118    80094
Name: id, dtype: int64",110167,No Mapping,No Mapping,TN,0.011621162,,,,,
4530,"118    80094
Name: id, dtype: int64",217435,No Mapping,No Mapping,TN,0.011598866,,,,,
4531,"118    80094
Name: id, dtype: int64",172094,No Mapping,No Mapping,TN,0.0115151,,,,,
4532,"118    80094
Name: id, dtype: int64",110149,No Mapping,No Mapping,TN,0.011487533,,,,,
4533,"118    80094
Name: id, dtype: int64",21508,No Mapping,No Mapping,TN,0.011118032,,,,,
4534,"118    80094
Name: id, dtype: int64",214885,No Mapping,No Mapping,TN,0.011081665,,,,,
4535,"118    80094
Name: id, dtype: int64",172090,No Mapping,No Mapping,TN,0.01092841,,,,,
4536,"118    80094
Name: id, dtype: int64",110143,No Mapping,No Mapping,TN,0.010926567,,,,,
4537,"118    80094
Name: id, dtype: int64",22918,No Mapping,No Mapping,TN,0.010445954,,,,,
4538,"118    80094
Name: id, dtype: int64",46175,No Mapping,No Mapping,TN,0.010368358,,,,,
4539,"118    80094
Name: id, dtype: int64",134545,No Mapping,No Mapping,TN,0.010343206,,,,,
4540,"118    80094
Name: id, dtype: int64",214893,No Mapping,No Mapping,TN,0.010342371,,,,,
4541,"118    80094
Name: id, dtype: int64",217428,No Mapping,No Mapping,TN,0.01026732,,,,,
4542,"118    80094
Name: id, dtype: int64",110139,No Mapping,No Mapping,TN,0.010163697,,,,,
4543,"118    80094
Name: id, dtype: int64",120637,No Mapping,No Mapping,TN,0.010120313,,,,,
4544,"118    80094
Name: id, dtype: int64",190518,No Mapping,No Mapping,TN,0.009989537,,,,,
4545,"118    80094
Name: id, dtype: int64",110147,No Mapping,No Mapping,TN,0.009681092,,,,,
4546,"118    80094
Name: id, dtype: int64",57380,No Mapping,No Mapping,TN,0.009542903,,,,,
4547,"118    80094
Name: id, dtype: int64",40754,No Mapping,No Mapping,TN,0.009417166,,,,,
4548,"118    80094
Name: id, dtype: int64",217490,No Mapping,No Mapping,TN,0.009318378,,,,,
4549,"118    80094
Name: id, dtype: int64",217441,No Mapping,No Mapping,TN,0.0092218,,,,,
4550,"118    80094
Name: id, dtype: int64",39730,No Mapping,No Mapping,TN,0.009202869,,,,,
4551,"118    80094
Name: id, dtype: int64",57378,No Mapping,No Mapping,TN,0.009146023,,,,,
4552,"118    80094
Name: id, dtype: int64",47979,No Mapping,No Mapping,TN,0.009110555,,,,,
4553,"118    80094
Name: id, dtype: int64",44928,No Mapping,No Mapping,TN,0.009027614,,,,,
4554,"118    80094
Name: id, dtype: int64",21506,No Mapping,No Mapping,TN,0.009026751,,,,,
4555,"118    80094
Name: id, dtype: int64",71340,No Mapping,No Mapping,TN,0.008959594,,,,,
4556,"118    80094
Name: id, dtype: int64",23872,No Mapping,No Mapping,TN,0.008805566,,,,,
4557,"118    80094
Name: id, dtype: int64",78170,No Mapping,No Mapping,TN,0.008682691,,,,,
4558,"118    80094
Name: id, dtype: int64",217492,No Mapping,No Mapping,TN,0.008431631,,,,,
4559,"118    80094
Name: id, dtype: int64",57410,No Mapping,No Mapping,TN,0.008354749,,,,,
4560,"118    80094
Name: id, dtype: int64",217502,No Mapping,No Mapping,TN,0.0083194,,,,,
4561,"118    80094
Name: id, dtype: int64",134889,No Mapping,No Mapping,TN,0.008308219,,,,,
4562,"118    80094
Name: id, dtype: int64",217505,No Mapping,No Mapping,TN,0.007983547,,,,,
4563,"118    80094
Name: id, dtype: int64",48388,No Mapping,No Mapping,TN,0.007844146,,,,,
4564,"118    80094
Name: id, dtype: int64",217498,No Mapping,No Mapping,TN,0.007812577,,,,,
