,root_article,article_compared,cateogry ID,FP/FN/TP/TN,score
3934,"302    217418
Name: id, dtype: int64",110141,No Mapping,TN,0.011609402
3935,"52    43447
Name: id, dtype: int64",80107,No Mapping,TN,0.011589169
3936,"37    38658
Name: id, dtype: int64",57410,No Mapping,TN,0.011580443
3937,"302    217418
Name: id, dtype: int64",138243,No Mapping,TN,0.011569392
3938,"118    80094
Name: id, dtype: int64",110149,No Mapping,TN,0.011568094
3939,"241    172079
Name: id, dtype: int64",214889,No Mapping,TN,0.011561074
3940,"52    43447
Name: id, dtype: int64",110171,No Mapping,TN,0.011558839
3941,"35    37252
Name: id, dtype: int64",110144,No Mapping,TN,0.011541892
3942,"302    217418
Name: id, dtype: int64",214893,No Mapping,TN,0.011527918
3943,"37    38658
Name: id, dtype: int64",172090,No Mapping,TN,0.011517165
3944,"75    49480
Name: id, dtype: int64",80099,No Mapping,TN,0.011509574
3945,"37    38658
Name: id, dtype: int64",57375,No Mapping,TN,0.011506628
3946,"227    151832
Name: id, dtype: int64",217436,No Mapping,TN,0.011504129
3947,"227    151832
Name: id, dtype: int64",214895,No Mapping,TN,0.011503588
3948,"52    43447
Name: id, dtype: int64",217424,No Mapping,TN,0.011493152
3949,"326    217442
Name: id, dtype: int64",217430,No Mapping,TN,0.011491585
3950,"326    217442
Name: id, dtype: int64",22918,No Mapping,TN,0.011472062
3951,"37    38658
Name: id, dtype: int64",214895,No Mapping,TN,0.011466204
3952,"241    172079
Name: id, dtype: int64",214893,No Mapping,TN,0.011462023
3953,"75    49480
Name: id, dtype: int64",217484,No Mapping,TN,0.011460771
3954,"241    172079
Name: id, dtype: int64",80092,No Mapping,TN,0.011448522
3955,"197    120639
Name: id, dtype: int64",110129,No Mapping,TN,0.011440926
3956,"52    43447
Name: id, dtype: int64",85793,No Mapping,TN,0.011438704
3957,"247    172085
Name: id, dtype: int64",217495,No Mapping,TN,0.01142529
3958,"247    172085
Name: id, dtype: int64",217500,No Mapping,TN,0.01142529
3959,"75    49480
Name: id, dtype: int64",152512,No Mapping,TN,0.011420682
3960,"75    49480
Name: id, dtype: int64",110146,No Mapping,TN,0.011416801
3961,"241    172079
Name: id, dtype: int64",217529,No Mapping,TN,0.011413588
3962,"35    37252
Name: id, dtype: int64",57366,No Mapping,TN,0.011408631
3963,"52    43447
Name: id, dtype: int64",50026,No Mapping,TN,0.011406787
3964,"37    38658
Name: id, dtype: int64",217508,No Mapping,TN,0.011401203
3965,"292    214888
Name: id, dtype: int64",57373,No Mapping,TN,0.01139433
3966,"238    158005
Name: id, dtype: int64",217508,No Mapping,TN,0.011372843
3967,"1    21448
Name: id, dtype: int64",39232,No Mapping,TN,0.011372747
3968,"35    37252
Name: id, dtype: int64",21510,No Mapping,TN,0.011364659
3969,"75    49480
Name: id, dtype: int64",214893,No Mapping,TN,0.011347312
3970,"292    214888
Name: id, dtype: int64",217439,No Mapping,TN,0.011327604
3971,"292    214888
Name: id, dtype: int64",217433,No Mapping,TN,0.011327604
3972,"75    49480
Name: id, dtype: int64",217529,No Mapping,TN,0.011323719
3973,"350    217466
Name: id, dtype: int64",110151,No Mapping,TN,0.01131749
3974,"118    80094
Name: id, dtype: int64",217449,No Mapping,TN,0.011315584
3975,"118    80094
Name: id, dtype: int64",217448,No Mapping,TN,0.011315584
3976,"292    214888
Name: id, dtype: int64",110144,No Mapping,TN,0.011310296
3977,"118    80094
Name: id, dtype: int64",172094,No Mapping,TN,0.011307803
3978,"1    21448
Name: id, dtype: int64",36650,No Mapping,TN,0.011306538
3979,"247    172085
Name: id, dtype: int64",217531,No Mapping,TN,0.011300668
3980,"238    158005
Name: id, dtype: int64",172083,No Mapping,TN,0.011270505
3981,"197    120639
Name: id, dtype: int64",214894,No Mapping,TN,0.011252098
3982,"326    217442
Name: id, dtype: int64",172088,No Mapping,TN,0.011246046
3983,"292    214888
Name: id, dtype: int64",172092,No Mapping,TN,0.011244545
3984,"292    214888
Name: id, dtype: int64",217485,No Mapping,TN,0.011229018
3985,"292    214888
Name: id, dtype: int64",217487,No Mapping,TN,0.011229018
3986,"292    214888
Name: id, dtype: int64",39520,No Mapping,TN,0.011224959
3987,"292    214888
Name: id, dtype: int64",190519,No Mapping,TN,0.011216114
3988,"1    21448
Name: id, dtype: int64",217485,No Mapping,TN,0.01121312
3989,"1    21448
Name: id, dtype: int64",217487,No Mapping,TN,0.01121312
3990,"118    80094
Name: id, dtype: int64",21508,No Mapping,TN,0.01120781
3991,"292    214888
Name: id, dtype: int64",120636,No Mapping,TN,0.011207325
3992,"326    217442
Name: id, dtype: int64",57378,No Mapping,TN,0.011205307
3993,"227    151832
Name: id, dtype: int64",217439,No Mapping,TN,0.011201424
3994,"227    151832
Name: id, dtype: int64",217433,No Mapping,TN,0.011201424
3995,"238    158005
Name: id, dtype: int64",57364,No Mapping,TN,0.011190886
3996,"46    40617
Name: id, dtype: int64",172082,No Mapping,TN,0.011188664
3997,"238    158005
Name: id, dtype: int64",217539,No Mapping,TN,0.011180621
3998,"374    217490
Name: id, dtype: int64",21499,No Mapping,TN,0.011174113
3999,"197    120639
Name: id, dtype: int64",217505,No Mapping,TN,0.01116632
4000,"374    217490
Name: id, dtype: int64",190496,No Mapping,TN,0.011160968
4001,"118    80094
Name: id, dtype: int64",214885,No Mapping,TN,0.011158461
4002,"1    21448
Name: id, dtype: int64",172079,No Mapping,TN,0.011135219
4003,"241    172079
Name: id, dtype: int64",21448,No Mapping,TN,0.011135219
4004,"75    49480
Name: id, dtype: int64",43849,No Mapping,TN,0.011135105
4005,"1    21448
Name: id, dtype: int64",157527,No Mapping,TN,0.011129532
4006,"227    151832
Name: id, dtype: int64",57410,No Mapping,TN,0.011126618
4007,"350    217466
Name: id, dtype: int64",214934,No Mapping,TN,0.011126388
4008,"118    80094
Name: id, dtype: int64",172090,No Mapping,TN,0.01112216
4009,"302    217418
Name: id, dtype: int64",110169,No Mapping,TN,0.011095899
4010,"247    172085
Name: id, dtype: int64",139776,No Mapping,TN,0.011087063
4011,"326    217442
Name: id, dtype: int64",157527,No Mapping,TN,0.011083915
4012,"374    217490
Name: id, dtype: int64",120630,No Mapping,TN,0.01108213
4013,"118    80094
Name: id, dtype: int64",110143,No Mapping,TN,0.011076157
4014,"326    217442
Name: id, dtype: int64",217526,No Mapping,TN,0.011069503
4015,"227    151832
Name: id, dtype: int64",25227,No Mapping,TN,0.011057555
4016,"247    172085
Name: id, dtype: int64",217440,No Mapping,TN,0.011054201
4210,"238    158005
Name: id, dtype: int64",172088,No Mapping,TN,0.011044931
4211,"326    217442
Name: id, dtype: int64",40608,No Mapping,TN,0.011043024
4212,"247    172085
Name: id, dtype: int64",36979,No Mapping,TN,0.011036647
4213,"326    217442
Name: id, dtype: int64",85880,No Mapping,TN,0.011036551
4214,"374    217490
Name: id, dtype: int64",214973,No Mapping,TN,0.011035483
4215,"238    158005
Name: id, dtype: int64",43849,No Mapping,TN,0.011033928
4216,"326    217442
Name: id, dtype: int64",214880,No Mapping,TN,0.011028282
4217,"35    37252
Name: id, dtype: int64",110175,No Mapping,TN,0.011023764
4218,"374    217490
Name: id, dtype: int64",21511,No Mapping,TN,0.011018484
4219,"241    172079
Name: id, dtype: int64",22918,No Mapping,TN,0.011009938
4220,"238    158005
Name: id, dtype: int64",85793,No Mapping,TN,0.011009008
4221,"1    21448
Name: id, dtype: int64",217442,No Mapping,TN,0.011007999
4222,"1    21448
Name: id, dtype: int64",217443,No Mapping,TN,0.011007999
4223,"326    217442
Name: id, dtype: int64",21448,No Mapping,TN,0.011007999
4224,"326    217442
Name: id, dtype: int64",217420,No Mapping,TN,0.010974392
4225,"326    217442
Name: id, dtype: int64",217423,No Mapping,TN,0.010974392
4226,"46    40617
Name: id, dtype: int64",71336,No Mapping,TN,0.010967641
4227,"350    217466
Name: id, dtype: int64",21499,No Mapping,TN,0.010963313
4228,"302    217418
Name: id, dtype: int64",217531,No Mapping,TN,0.010959332
4229,"292    214888
Name: id, dtype: int64",217453,No Mapping,TN,0.010950521
4230,"197    120639
Name: id, dtype: int64",35347,No Mapping,TN,0.01094392
4231,"35    37252
Name: id, dtype: int64",214886,No Mapping,TN,0.01093914
4232,"227    151832
Name: id, dtype: int64",217490,No Mapping,TN,0.010937635
4233,"374    217490
Name: id, dtype: int64",151832,No Mapping,TN,0.010937635
4234,"326    217442
Name: id, dtype: int64",42951,No Mapping,TN,0.01093185
4235,"374    217490
Name: id, dtype: int64",21504,No Mapping,TN,0.010924455
4236,"52    43447
Name: id, dtype: int64",21512,No Mapping,TN,0.010924313
4237,"197    120639
Name: id, dtype: int64",217498,No Mapping,TN,0.010922103
4238,"197    120639
Name: id, dtype: int64",217496,No Mapping,TN,0.010918439
4239,"374    217490
Name: id, dtype: int64",217464,No Mapping,TN,0.010914896
4240,"46    40617
Name: id, dtype: int64",120634,No Mapping,TN,0.010900079
4241,"326    217442
Name: id, dtype: int64",42970,No Mapping,TN,0.010898685
4242,"247    172085
Name: id, dtype: int64",71348,No Mapping,TN,0.010883323
4243,"75    49480
Name: id, dtype: int64",110156,No Mapping,TN,0.010863681
4244,"227    151832
Name: id, dtype: int64",21474,No Mapping,TN,0.010854398
4245,"35    37252
Name: id, dtype: int64",57382,No Mapping,TN,0.0108532
4246,"302    217418
Name: id, dtype: int64",214877,No Mapping,TN,0.010846975
4247,"46    40617
Name: id, dtype: int64",217420,No Mapping,TN,0.010844127
4248,"46    40617
Name: id, dtype: int64",217423,No Mapping,TN,0.010844127
4249,"241    172079
Name: id, dtype: int64",37468,No Mapping,TN,0.010840182
4250,"35    37252
Name: id, dtype: int64",110126,No Mapping,TN,0.010830339
4251,"52    43447
Name: id, dtype: int64",134545,No Mapping,TN,0.010827375
4252,"35    37252
Name: id, dtype: int64",217444,No Mapping,TN,0.010822511
4253,"35    37252
Name: id, dtype: int64",217445,No Mapping,TN,0.010822511
4254,"326    217442
Name: id, dtype: int64",172094,No Mapping,TN,0.010814696
4255,"350    217466
Name: id, dtype: int64",49458,No Mapping,TN,0.010812982
4256,"326    217442
Name: id, dtype: int64",80107,No Mapping,TN,0.010807274
4257,"238    158005
Name: id, dtype: int64",217473,No Mapping,TN,0.010787337
4258,"35    37252
Name: id, dtype: int64",217513,No Mapping,TN,0.010776303
4259,"35    37252
Name: id, dtype: int64",217514,No Mapping,TN,0.010776303
4260,"52    43447
Name: id, dtype: int64",156194,No Mapping,TN,0.010770801
4261,"238    158005
Name: id, dtype: int64",57385,No Mapping,TN,0.010766823
4262,"238    158005
Name: id, dtype: int64",80105,No Mapping,TN,0.010766081
4263,"247    172085
Name: id, dtype: int64",80113,No Mapping,TN,0.010730384
4264,"35    37252
Name: id, dtype: int64",134889,No Mapping,TN,0.010705524
4265,"75    49480
Name: id, dtype: int64",172100,No Mapping,TN,0.010670523
4266,"35    37252
Name: id, dtype: int64",140496,No Mapping,TN,0.01066534
4267,"35    37252
Name: id, dtype: int64",139673,No Mapping,TN,0.010643815
4268,"227    151832
Name: id, dtype: int64",120637,No Mapping,TN,0.010643579
4269,"52    43447
Name: id, dtype: int64",217521,No Mapping,TN,0.010637678
4270,"37    38658
Name: id, dtype: int64",217493,No Mapping,TN,0.010628631
4271,"37    38658
Name: id, dtype: int64",172077,No Mapping,TN,0.010622321
4272,"1    21448
Name: id, dtype: int64",39520,No Mapping,TN,0.010618587
4273,"37    38658
Name: id, dtype: int64",80096,No Mapping,TN,0.010589552
4274,"374    217490
Name: id, dtype: int64",140362,No Mapping,TN,0.01058528
4275,"326    217442
Name: id, dtype: int64",44040,No Mapping,TN,0.010583039
4276,"52    43447
Name: id, dtype: int64",138339,No Mapping,TN,0.010582445
4277,"46    40617
Name: id, dtype: int64",217453,No Mapping,TN,0.010579883
4278,"326    217442
Name: id, dtype: int64",80111,No Mapping,TN,0.010560332
4279,"350    217466
Name: id, dtype: int64",120633,No Mapping,TN,0.010558215
4280,"35    37252
Name: id, dtype: int64",217475,No Mapping,TN,0.01055649
4281,"374    217490
Name: id, dtype: int64",217522,No Mapping,TN,0.01055185
4282,"292    214888
Name: id, dtype: int64",49198,No Mapping,TN,0.010539292
4283,"197    120639
Name: id, dtype: int64",80097,No Mapping,TN,0.010528591
4284,"37    38658
Name: id, dtype: int64",217438,No Mapping,TN,0.010522117
4285,"46    40617
Name: id, dtype: int64",151262,No Mapping,TN,0.010521252
4286,"374    217490
Name: id, dtype: int64",138243,No Mapping,TN,0.010501633
4287,"397    217515
Name: id, dtype: int64",156656,No Mapping,TN,0.010489781
4288,"350    217466
Name: id, dtype: int64",217527,No Mapping,TN,0.010489731
4289,"292    214888
Name: id, dtype: int64",80099,No Mapping,TN,0.010488936
4290,"197    120639
Name: id, dtype: int64",80092,No Mapping,TN,0.010483941
4291,"37    38658
Name: id, dtype: int64",80099,No Mapping,TN,0.010479214
4292,"302    217418
Name: id, dtype: int64",35347,No Mapping,TN,0.010471559
4293,"75    49480
Name: id, dtype: int64",140086,No Mapping,TN,0.010469753
4294,"326    217442
Name: id, dtype: int64",48914,No Mapping,TN,0.01045796
4295,"238    158005
Name: id, dtype: int64",71343,No Mapping,TN,0.010456519
4296,"118    80094
Name: id, dtype: int64",134545,No Mapping,TN,0.010431718
4297,"247    172085
Name: id, dtype: int64",172094,No Mapping,TN,0.010422747
4298,"37    38658
Name: id, dtype: int64",80111,No Mapping,TN,0.01041416
4299,"118    80094
Name: id, dtype: int64",214893,No Mapping,TN,0.010411992
4300,"241    172079
Name: id, dtype: int64",25225,No Mapping,TN,0.010406795
4301,"197    120639
Name: id, dtype: int64",44928,No Mapping,TN,0.010375742
4302,"35    37252
Name: id, dtype: int64",80093,No Mapping,TN,0.01037513
4303,"37    38658
Name: id, dtype: int64",217521,No Mapping,TN,0.010364785
4304,"292    214888
Name: id, dtype: int64",137143,No Mapping,TN,0.010351232
4305,"292    214888
Name: id, dtype: int64",46896,No Mapping,TN,0.010321095
4306,"238    158005
Name: id, dtype: int64",190528,No Mapping,TN,0.010316042
4307,"118    80094
Name: id, dtype: int64",110139,No Mapping,TN,0.010306721
4308,"52    43447
Name: id, dtype: int64",80110,No Mapping,TN,0.010281912
4309,"241    172079
Name: id, dtype: int64",21509,No Mapping,TN,0.010274419
4310,"374    217490
Name: id, dtype: int64",110157,No Mapping,TN,0.010269424
4311,"197    120639
Name: id, dtype: int64",36823,No Mapping,TN,0.010267301
4312,"238    158005
Name: id, dtype: int64",217514,No Mapping,TN,0.010262591
4313,"238    158005
Name: id, dtype: int64",217513,No Mapping,TN,0.010262591
4314,"247    172085
Name: id, dtype: int64",172090,No Mapping,TN,0.010251634
4315,"326    217442
Name: id, dtype: int64",217470,No Mapping,TN,0.010234404
4316,"118    80094
Name: id, dtype: int64",22918,No Mapping,TN,0.010232712
4317,"35    37252
Name: id, dtype: int64",217490,No Mapping,TN,0.010231223
4318,"374    217490
Name: id, dtype: int64",37252,No Mapping,TN,0.010231223
4319,"197    120639
Name: id, dtype: int64",156194,No Mapping,TN,0.01022776
4320,"46    40617
Name: id, dtype: int64",190524,No Mapping,TN,0.010216791
4321,"241    172079
Name: id, dtype: int64",214885,No Mapping,TN,0.010208431
4322,"374    217490
Name: id, dtype: int64",217534,No Mapping,TN,0.010208382
4323,"302    217418
Name: id, dtype: int64",47017,No Mapping,TN,0.010206828
4324,"227    151832
Name: id, dtype: int64",57373,No Mapping,TN,0.010200841
4325,"35    37252
Name: id, dtype: int64",23888,No Mapping,TN,0.010196651
4326,"118    80094
Name: id, dtype: int64",46175,No Mapping,TN,0.010193944
4327,"374    217490
Name: id, dtype: int64",23884,No Mapping,TN,0.010190956
4328,"197    120639
Name: id, dtype: int64",57382,No Mapping,TN,0.010184131
4329,"118    80094
Name: id, dtype: int64",120637,No Mapping,TN,0.010180492
4330,"35    37252
Name: id, dtype: int64",57369,No Mapping,TN,0.010166493
4331,"247    172085
Name: id, dtype: int64",135766,No Mapping,TN,0.010149247
4332,"227    151832
Name: id, dtype: int64",172079,No Mapping,TN,0.01013612
4333,"241    172079
Name: id, dtype: int64",151832,No Mapping,TN,0.01013612
4334,"292    214888
Name: id, dtype: int64",217469,No Mapping,TN,0.010123794
4335,"118    80094
Name: id, dtype: int64",190518,No Mapping,TN,0.010123672
4336,"326    217442
Name: id, dtype: int64",21511,No Mapping,TN,0.010123041
4337,"227    151832
Name: id, dtype: int64",217502,No Mapping,TN,0.010122622
4338,"302    217418
Name: id, dtype: int64",57372,No Mapping,TN,0.010108785
4339,"35    37252
Name: id, dtype: int64",44928,No Mapping,TN,0.010104343
4340,"374    217490
Name: id, dtype: int64",217448,No Mapping,TN,0.010086436
4341,"374    217490
Name: id, dtype: int64",217449,No Mapping,TN,0.010086436
4342,"247    172085
Name: id, dtype: int64",50026,No Mapping,TN,0.010080914
4343,"35    37252
Name: id, dtype: int64",172089,No Mapping,TN,0.010079708
4344,"197    120639
Name: id, dtype: int64",217524,No Mapping,TN,0.010075136
4345,"37    38658
Name: id, dtype: int64",217532,No Mapping,TN,0.010064431
4346,"37    38658
Name: id, dtype: int64",48388,No Mapping,TN,0.010054761
4347,"197    120639
Name: id, dtype: int64",35723,No Mapping,TN,0.010048858
4348,"238    158005
Name: id, dtype: int64",172085,No Mapping,TN,0.010045343
4349,"247    172085
Name: id, dtype: int64",158005,No Mapping,TN,0.010045343
4350,"46    40617
Name: id, dtype: int64",217517,No Mapping,TN,0.010044863
4351,"326    217442
Name: id, dtype: int64",217513,No Mapping,TN,0.010043602
4352,"326    217442
Name: id, dtype: int64",217514,No Mapping,TN,0.010043602
4353,"374    217490
Name: id, dtype: int64",57382,No Mapping,TN,0.010040903
4354,"241    172079
Name: id, dtype: int64",217435,No Mapping,TN,0.010040193
4355,"46    40617
Name: id, dtype: int64",36650,No Mapping,TN,0.010036693
4356,"197    120639
Name: id, dtype: int64",217477,No Mapping,TN,0.010036254
4357,"241    172079
Name: id, dtype: int64",214884,No Mapping,TN,0.009996356
4358,"75    49480
Name: id, dtype: int64",25225,No Mapping,TN,0.009986097
4359,"350    217466
Name: id, dtype: int64",217519,No Mapping,TN,0.009984321
4360,"37    38658
Name: id, dtype: int64",157295,No Mapping,TN,0.009966723
4361,"197    120639
Name: id, dtype: int64",214884,No Mapping,TN,0.009961081
4362,"350    217466
Name: id, dtype: int64",217529,No Mapping,TN,0.009958772
4363,"227    151832
Name: id, dtype: int64",38658,No Mapping,TN,0.009946815
